signal_date,execution_date,target_SPY,target_QQQ,target_GLD,target_BIL,execution_adj_open_SPY,execution_adj_open_QQQ,execution_adj_open_GLD,execution_adj_open_BIL
2010-12-31,2011-01-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,96.42038055566174,48.10212196119201,138.6699981689453,73.66846908416524
2011-01-31,2011-02-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,98.51304859181948,49.37095926079261,130.52000427246094,73.66846466064453
2011-02-28,2011-03-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,101.64051928870056,50.77105211542329,138.57000732421875,73.68453537043618
2011-03-31,2011-04-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,101.95978503358045,50.57979802370178,138.64999389648438,73.68453537043618
2011-04-29,2011-05-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,104.75699332481604,51.85042740624901,151.4600067138672,73.68453537043618
2011-05-31,2011-06-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,102.800449205505,51.01795592824447,149.66000366210938,73.66846466064453
2011-06-30,2011-07-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,101.4514351743952,50.13114106698131,144.75999450683594,73.68453537043618
2011-07-29,2011-08-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,100.49136379093292,51.55391765978865,157.47000122070312,73.66846908416524
2011-08-31,2011-09-01,0.0,0.2,0.26666666666666666,0.5333333333333333,93.92456630145104,48.48002107477463,177.44000244140625,73.66846908416524
2011-09-30,2011-10-03,0.0,0.2,0.26666666666666666,0.5333333333333333,86.8447052548204,45.77186634772402,161.08999633789062,73.66846466064453
2011-10-31,2011-11-01,0.0,0.4666666666666667,0.26666666666666666,0.2666666666666666,94.20976705958525,49.73137302132463,164.02999877929688,73.66846466064453
2011-11-30,2011-12-01,0.0,0.4666666666666667,0.26666666666666666,0.2666666666666666,96.38683989920573,49.60817875739204,169.85000610351562,73.63631439208984
2011-12-30,2012-01-03,0.26666666666666666,0.2,0.0,0.5333333333333333,99.259007097788,50.26616293689222,154.75999450683594,73.63953790039659
2012-01-31,2012-02-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,102.77844545238668,53.7727068184482,169.75,73.62346649169922
2012-02-29,2012-03-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,106.67854834207029,57.10256894403972,166.10000610351562,73.62346649169922
2012-03-30,2012-04-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,109.74455411747012,59.70335370624581,161.9600067138672,73.62349478982031
2012-04-30,2012-05-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,109.08127778346406,59.004420755030125,162.08999633789062,73.62345496100718
2012-05-31,2012-06-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,100.98153715406356,53.91707828911005,155.41000366210938,73.6395263671875
2012-06-29,2012-07-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,107.0502080888635,56.976263749657214,154.6699981689453,73.60742950439453
2012-07-31,2012-08-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,108.79153735113246,57.87193196704998,155.17999267578125,73.63953790039659
2012-08-31,2012-09-04,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,110.62692656712856,60.32831027882615,164.11000061035156,73.60742950439453
2012-09-28,2012-10-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,113.9616358236948,61.2740546190127,172.8300018310547,73.60742950439453
2012-10-31,2012-11-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,111.698476543355,58.12590165162504,167.02000427246094,73.62346649169922
2012-11-30,2012-12-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,112.60531468738606,58.97073290827344,166.11000061035156,73.60742950439453
2012-12-31,2013-01-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,115.23846118512463,59.674782968901525,163.49000549316406,73.60742950439453
2013-01-31,2013-02-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,119.63798193919844,60.22026945167449,162.66000366210938,73.5913314819336
2013-02-28,2013-03-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,119.9874610405932,59.79999519196227,153.16000366210938,73.60742950439453
2013-03-28,2013-04-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,124.90833301867713,61.865504951673024,154.57000732421875,73.60740289099746
2013-04-30,2013-05-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,127.09398028000764,63.40720115500133,140.58999633789062,73.5913314819336
2013-05-31,2013-06-03,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,130.68354705804813,65.666018163595,134.77000427246094,73.5913580895199
2013-06-28,2013-07-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,129.31415339660157,64.5159636385031,119.94000244140624,73.5913580895199
2013-07-31,2013-08-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,136.3147496611547,68.59821903965138,127.83999633789062,73.57525634765625
2013-08-30,2013-09-03,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,132.49761181333005,68.41842056168636,135.4600067138672,73.57526620231636
2013-09-30,2013-10-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,135.48841715531478,71.14908848470576,125.25,73.5913314819336
2013-10-31,2013-11-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,141.8382276284238,74.9189841593662,126.86000061035156,73.57523735735298
2013-11-29,2013-12-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,145.92363168366563,77.40816221764761,119.1999969482422,73.55916595458984
2013-12-31,2014-01-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,149.0572619019038,79.21022002614771,117.93000030517578,73.5431137084961
2014-01-31,2014-02-03,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,144.18806858252796,77.90734979337616,120.47000122070312,73.55917898466075
2014-02-28,2014-03-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,149.60007015290114,81.30146645608627,130.0,73.54310068127094
2014-03-31,2014-04-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,152.6772090689357,80.22171287165585,123.70999908447266,73.5431137084961
2014-04-30,2014-05-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,153.1654757800572,79.702641018679,123.16999816894533,73.5430794547651
2014-05-30,2014-06-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,157.0145368016241,83.24479539347135,119.93000030517578,73.52700805664062
2014-06-30,2014-07-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,160.42432465971527,86.0432151435318,127.98999786376952,73.52704230288613
2014-07-31,2014-08-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,157.4480442446354,86.57278391611798,124.54000091552734,73.52700805664062
2014-08-29,2014-09-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,164.32452363670265,91.3204883711313,121.97000122070312,73.510986328125
2014-09-30,2014-10-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,161.58490215839535,90.1558279337636,116.61000061035156,73.52700805664062
2014-10-31,2014-11-03,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,165.8729879169199,92.96546036293616,112.38999938964844,73.5109917320151
2014-11-28,2014-12-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,169.55325764617268,96.75436970524277,113.8000030517578,73.49492645263672
2014-12-31,2015-01-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,170.47255808561408,95.31438962748616,112.48999786376952,73.47886657714844
2015-01-30,2015-02-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,165.24390342208943,93.08219643984764,121.83999633789062,73.49493798849596
2015-02-27,2015-03-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,174.10702503800874,99.7696519877306,116.5,73.4627685546875
2015-03-31,2015-04-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,171.24180662976426,97.22771889721692,114.55999755859376,73.46278771697075
2015-04-30,2015-05-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,173.73920137750798,99.4834957564116,112.41999816894533,73.44671630859375
2015-05-29,2015-06-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,175.84661200993233,101.86813963593885,115.0199966430664,73.46278771697075
2015-06-30,2015-07-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,173.1919387824699,99.78612539769496,112.12000274658205,73.44671630859375
2015-07-31,2015-08-03,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,175.46805330387474,103.32980128422236,104.58999633789062,73.44671630859375
2015-08-31,2015-09-01,0.0,0.2,0.0,0.8,161.01111043486603,93.86154699198784,109.62999725341795,73.44671630859375
2015-09-30,2015-10-01,0.0,0.2,0.0,0.8,160.97655705897594,94.3026395450525,106.9800033569336,73.41456976809638
2015-10-30,2015-11-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,174.5868408471371,105.11681801870972,108.63999938964844,73.39849853515625
2015-11-30,2015-12-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,175.52549796832068,105.90317940327108,102.3000030517578,73.41456381062706
2015-12-31,2016-01-04,0.0,0.4666666666666667,0.0,0.5333333333333333,169.0247682515306,101.55923087117432,103.12999725341795,73.4145736694336
2016-01-29,2016-02-01,0.0,0.2,0.0,0.8,162.31398819603547,96.1588040558968,107.54000091552734,73.39852532923973
2016-02-29,2016-03-01,0.0,0.2,0.26666666666666666,0.5333333333333333,164.4047941583446,96.0196422479478,118.73999786376952,73.3985083918054
2016-03-31,2016-04-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,173.16752418241117,101.01360051456848,116.08000183105467,73.4145736694336
2016-04-29,2016-05-02,0.26666666666666666,0.2,0.26666666666666666,0.2666666666666666,175.34531294727643,98.64041801392504,123.77999877929688,73.44670645109088
2016-05-31,2016-06-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,177.20964832225997,102.3723683860287,115.97000122070312,73.43065102966311
2016-06-30,2016-07-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,178.43779173602485,100.30283932353149,127.66000366210938,73.44669715050262
2016-07-29,2016-08-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,185.0053269756298,107.59997458930414,128.57000732421875,73.44671630859375
2016-08-31,2016-09-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,185.1586192774392,108.69174631714512,124.66999816894533,73.4627685546875
2016-09-30,2016-10-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,184.7669942711101,110.91919615426914,125.31999969482422,73.47883382942761
2016-10-31,2016-11-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,182.2927583487816,109.6282569647706,122.8000030517578,73.49493798849596
2016-11-30,2016-12-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,188.97047105412133,109.88083358403613,111.11000061035156,73.4643695519837
2016-12-30,2017-01-03,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,193.7959119760837,111.90401951212635,109.62000274658205,73.51099395751953
2017-01-31,2017-02-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,195.940229270556,117.70231727129216,114.66000366210938,73.49975059700441
2017-02-28,2017-03-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,205.29244133183445,122.76885177892636,117.9800033569336,73.51905059814453
2017-03-31,2017-04-03,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,203.94541794497783,124.5660747336346,118.69000244140624,73.52548451329189
2017-04-28,2017-05-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,206.43637084960935,128.27985893394936,120.20999908447266,73.60112364469812
2017-05-31,2017-06-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,209.28189341336648,133.1124277249133,120.16999816894533,73.61239685050879
2017-06-30,2017-07-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,211.09342148732745,130.354560438452,116.54000091552734,73.66877074935155
2017-07-31,2017-08-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,215.0740239668256,135.4925799032241,120.44000244140624,73.70423466823583
2017-08-31,2017-09-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,215.4737980552117,138.0097174453023,126.01000213623048,73.78972625732422
2017-09-29,2017-10-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,219.6613350193713,137.6315083523917,121.16999816894533,73.84136199951172
2017-10-31,2017-11-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,225.38233948819277,144.33029457443016,120.9800033569336,73.89788818359375
2017-11-30,2017-12-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,231.25190080537664,145.69079294311308,120.94000244140624,73.94315535702535
2017-12-29,2018-01-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,235.13784025255728,148.22994776455593,124.66000366210938,73.9932861328125
2018-01-31,2018-02-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,246.7524977240842,159.15592692182747,127.18000030517578,74.06291498761514
2018-02-28,2018-03-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,238.27192412429704,158.39850998085222,124.1500015258789,74.13502309541325
2018-03-29,2018-04-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,231.41687299833717,150.77485088321868,126.6500015258789,74.23639678955078
2018-04-30,2018-05-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,232.5803710728657,152.2257998756392,123.9000015258789,74.31514287700679
2018-05-31,2018-06-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,240.1077238291745,162.0884108928595,122.58000183105467,74.43379974365234
2018-06-29,2018-07-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,238.61826608752668,161.59903063796187,118.18000030517578,74.53719885321951
2018-07-31,2018-08-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,249.28710347754523,168.0804570997395,115.62999725341795,74.63903576856346
2018-08-31,2018-09-04,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,256.61799092686505,176.84283086159652,112.75,74.75985156988506
2018-09-28,2018-10-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,259.7985762633335,177.91318020403395,112.4000015258789,74.87105560302734
2018-10-31,2018-11-01,0.0,0.2,0.0,0.8,241.55725087311623,161.91839536885564,116.33000183105467,75.01028442382812
2018-11-30,2018-12-03,0.26666666666666666,0.2,0.0,0.5333333333333333,249.2770797576099,164.81266576105054,116.5999984741211,75.13080596923828
2018-12-31,2019-01-02,0.0,0.2,0.26666666666666666,0.5333333333333333,220.04875178700223,144.1642273096665,121.3499984741211,75.27883055034748
2019-01-31,2019-02-01,0.0,0.2,0.26666666666666666,0.5333333333333333,241.67077991950413,159.76551068152705,124.88999938964844,75.41794625125463
2019-02-28,2019-03-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,250.87595977067372,166.55410548234215,123.4800033569336,75.54989624023438
2019-03-29,2019-04-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,255.80866998313056,173.6199014125218,122.4000015258789,75.67874797563074
2019-04-30,2019-05-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,264.8119019337827,182.48696471980216,121.02999877929688,75.82280731201172
2019-05-31,2019-06-03,0.0,0.4666666666666667,0.26666666666666666,0.2666666666666666,247.37156112390167,165.938934438959,124.08999633789062,75.97702026367188
2019-06-28,2019-07-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,267.86945491993043,182.44938863078625,131.55999755859375,76.12243985213391
2019-07-31,2019-08-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,268.70017713336995,183.51348771011567,132.4199981689453,76.26814179749938
2019-08-30,2019-09-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,262.3528412178477,178.51898445073076,144.9600067138672,76.3998794555664
2019-09-30,2019-10-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,270.06797514180766,182.0296287104128,138.07000732421875,76.51437200439088
2019-10-31,2019-11-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,276.5807027657832,190.127357525203,142.2100067138672,76.63066864013672
2019-11-29,2019-12-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,285.3519574335292,197.02428859014643,137.32000732421875,76.71191405876758
2019-12-31,2020-01-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,294.9129662119836,206.3945739224965,143.86000061035156,76.81685467820925
2020-01-31,2020-02-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,294.73972960780577,211.9202780928953,148.66000366210938,76.90755983704085
2020-02-28,2020-03-02,0.0,0.4666666666666667,0.26666666666666666,0.2666666666666666,271.82423989590694,201.0806973544826,150.0,76.99758381818366
2020-03-31,2020-04-01,0.0,0.2,0.26666666666666666,0.5333333333333333,227.3677253962696,178.25000066836228,148.1999969482422,77.1423974655574
2020-04-30,2020-05-01,0.0,0.4666666666666667,0.26666666666666666,0.2666666666666666,261.594889070107,206.930906284112,158.0,77.12892897943242
2020-05-29,2020-06-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,278.38289544316814,224.2571276442303,162.9199981689453,77.11206444218962
2020-06-30,2020-07-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,285.08736775765794,239.31696319324516,167.0500030517578,77.11207580566406
2020-07-31,2020-08-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,302.3546141881708,258.9926095304385,185.0500030517578,77.11207580566406
2020-08-31,2020-09-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,322.5132963995055,287.61709768256185,186.9900054931641,77.12049102783203
2020-09-30,2020-10-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,312.22836509125534,272.3191710467639,178.7100067138672,77.10360717773438
2020-10-30,2020-11-02,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,305.3031005859375,262.713304245053,177.4499969482422,77.10364921877989
2020-11-30,2020-12-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,338.00621842500254,291.82089105884336,169.75999450683594,77.09774017333984
2020-12-31,2021-01-04,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,348.4910332362678,305.071329680919,181.97000122070312,77.10614776611328
2021-01-29,2021-02-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,347.0146269981,307.9756871077355,175.02000427246094,77.10614776611328
2021-02-26,2021-03-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,358.0363995657325,309.0986863548367,163.02999877929688,77.09773655333862
2021-03-31,2021-04-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,371.14265609357545,313.1726619288036,161.55999755859375,77.09774017333984
2021-04-30,2021-05-03,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,390.7338721703828,328.83771665907204,167.61000061035156,77.080882831427
2021-05-28,2021-06-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,393.6590435680493,325.0279678945049,178.75999450683594,77.07245635986328
2021-06-30,2021-07-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,400.83506919032,343.62120059607673,166.64999389648438,77.0640294995677
2021-07-30,2021-08-02,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,411.55521940428144,355.47083858690587,169.3000030517578,77.05562591552734
2021-08-31,2021-09-01,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,422.97644169749,369.7952928881464,169.94000244140625,77.0556146667867
2021-09-30,2021-10-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,404.0976283486504,348.40332487128245,164.27000427246094,77.05562591552734
2021-10-29,2021-11-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,431.5887947913139,375.5682866192368,167.3800048828125,77.03876737137692
2021-11-30,2021-12-01,0.26666666666666666,0.4666666666666667,0.0,0.2666666666666666,432.8452422514508,386.9550697583902,166.83999633789062,77.03874969482422
2021-12-31,2022-01-03,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.0,448.1597204058946,388.1983505629559,168.86000061035156,77.03030796156588
2022-01-31,2022-02-01,0.26666666666666666,0.2,0.0,0.5333333333333333,424.0533047955474,354.51966217601023,168.57000732421875,77.01346067327472
2022-02-28,2022-03-01,0.0,0.2,0.26666666666666666,0.5333333333333333,409.3374336179091,336.34774671347776,179.0500030517578,77.04043539814545
2022-03-31,2022-04-01,0.26666666666666666,0.2,0.26666666666666666,0.2666666666666666,427.8530688001301,353.38013902507805,179.5500030517578,77.04042975514541
